concept,methods,category
21423008,"['419656003 | Examination AND/OR history taking - action (qualifier value) |', '302199004 | Examination - action (qualifier value) |', '129433002 | Inspection - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
400988008,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
75894009,"['257903006 | Repair - action (qualifier value) |', '129371009 | Fixation - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
348956002,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
431399005,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
228702008,"['257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
236205009,"['129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
14403007,"['129287005 | Incision - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
31130001,"['257903006 | Repair - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129354008 | Exteriorization - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
265426008,"['129382001 | Destruction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
830155008,"['129445006 | Administration - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
274031008,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
174339002,"['129382001 | Destruction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
172408001,"['129382001 | Destruction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
830156009,"['129445006 | Administration - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
429820004,"['360037004 | Imaging - action (qualifier value) |', '278292003 | Ultrasound imaging - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
870385001,"['360270004 | Therapy - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
65788008,"['257903006 | Repair - action (qualifier value) |', '129357001 | Closure - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
897713009,"['129445006 | Administration - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
302052009,"['419656003 | Examination AND/OR history taking - action (qualifier value) |', '302199004 | Examination - action (qualifier value) |', '129433002 | Inspection - action (qualifier value) |', '129314006 | Biopsy - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
72169004,"['129382001 | Destruction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
24600000,"['129287005 | Incision - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
267001,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
445884009,"['129306000 | Surgical removal - action (qualifier value) |', '129305001 | Wedge resection - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
5151004,"['129427006 | Reduction - action (qualifier value) |', '129412006 | Manual reduction - action (qualifier value) |', '129408000 | Manipulation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
418181007,"['360037004 | Imaging - action (qualifier value) |', '278110001 | Radiographic imaging - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
10371000132109,"['428381003 | Diathermy - action (qualifier value) |', '261519002 | Diathermy excision - action (qualifier value) |', '129399000 | Electrodestruction - action (qualifier value) |', '129392009 | Cauterization - action (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
9735005,"['257903006 | Repair - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
59446006,"['257903006 | Repair - action (qualifier value) |', '129357001 | Closure - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
314592008,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
85849005,"['257903006 | Repair - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129354008 | Exteriorization - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
307183003,"['257903006 | Repair - action (qualifier value) |', '257741005 | Anastomosis - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
440087003,"['419656003 | Examination AND/OR history taking - action (qualifier value) |', '302199004 | Examination - action (qualifier value) |', '281613004 | Decompression - action (qualifier value) |', '129433002 | Inspection - action (qualifier value) |', '129265001 | Evaluation - action (qualifier value) |', '129264002 | Action (qualifier value) |']",
53087005,"['257903006 | Repair - action (qualifier value) |', '257741005 | Anastomosis - action (qualifier value) |', '129376004 | Construction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
307702003,"['129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
699789005,"['257903006 | Repair - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129304002 | Excision - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
447759004,"['313029009 | Brachytherapy - action (qualifier value) |', '257863009 | Radioactive destruction (qualifier value) |', '129382001 | Destruction - action (qualifier value) |', '129336009 | Implantation - action (qualifier value) |', '129325002 | Introduction - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
235343002,"['360020006 | Extirpation - action (qualifier value) |', '129306000 | Surgical removal - action (qualifier value) |', '129303008 | Removal - action (qualifier value) |', '129284003 | Surgical action (qualifier value) |', '129264002 | Action (qualifier value) |']",
